symbol,date,price,MA(5),TREND ,SERIE SIN TENDENCIA,,Estacionalidad ,,,
CAURN,01/12/2000,4.4,4.74,4.845454545,-0.445454545,12,-0.318923933,,,
CAURN,01/01/2001,5.2,4.88,4.854545455,0.345454545,1,0.491651206,,,
CAURN,01/02/2001,5,4.94,4.890909091,0.109090909,2,0.315955473,,,
CAURN,01/03/2001,5.2,4.98,4.990909091,0.209090909,3,0.179962894,,,
CAURN,01/04/2001,4.9,5,5.081818182,-0.181818182,4,-0.09109462,,,
CAURN,01/05/2001,4.6,5.1,5.209090909,-0.609090909,5,-0.334471243,,,
CAURN,01/06/2001,5.3,5.2,5.381818182,-0.081818182,6,0.094727273,,,
CAURN,01/07/2001,5.5,5.32,5.481818182,0.018181818,7,0.408436364,,,
CAURN,01/08/2001,5.7,5.6,5.672727273,0.027272727,8,0.079962894,,,
CAURN,01/09/2001,5.5,5.8,5.827272727,-0.327272727,9,-0.251205937,,,
CAURN,01/10/2001,6,5.96,6.018181818,-0.018181818,10,-0.332096475,,,
CAURN,01/11/2001,6.3,6.24,6.209090909,0.090909091,11,-0.246382189,,,
CAURN,01/12/2001,6.3,6.52,6.3,0,12,-0.318923933,,,
CAURN,01/01/2002,7.1,6.72,6.418181818,0.681818182,1,0.491651206,,,
CAURN,01/02/2002,6.9,6.8,6.536363636,0.363636364,2,0.315955473,,,
CAURN,01/03/2002,7,6.8,6.654545455,0.345454545,3,0.179962894,,,
CAURN,01/04/2002,6.7,6.74,6.690909091,0.009090909,4,-0.09109462,,,
CAURN,01/05/2002,6.3,6.76,6.709090909,-0.409090909,5,-0.334471243,,,
CAURN,01/06/2002,6.8,6.72,6.754545455,0.045454545,6,0.094727273,,,
CAURN,01/07/2002,7,6.66,6.727272727,0.272727273,7,0.408436364,,,
CAURN,01/08/2002,6.8,6.7,6.772727273,0.027272727,8,0.079962894,,,
CAURN,01/09/2002,6.4,6.7,6.790909091,-0.390909091,9,-0.251205937,,,
CAURN,01/10/2002,6.5,6.66,6.836363636,-0.336363636,10,-0.332096475,,,
CAURN,01/11/2002,6.8,6.78,6.881818182,-0.081818182,11,-0.246382189,,,
CAURN,01/12/2002,6.8,6.94,6.854545455,-0.054545455,12,-0.318923933,,,
CAURN,01/01/2003,7.4,7.08,6.881818182,0.518181818,1,0.491651206,,,
CAURN,01/02/2003,7.2,7.08,6.918181818,0.281818182,2,0.315955473,,,
CAURN,01/03/2003,7.2,7.02,6.963636364,0.236363636,3,0.179962894,,,
CAURN,01/04/2003,6.8,7,6.972727273,-0.172727273,4,-0.09109462,,,
CAURN,01/05/2003,6.5,7,6.954545455,-0.454545455,5,-0.334471243,,,
CAURN,01/06/2003,7.3,6.94,6.945454545,0.354545455,6,0.094727273,,,
CAURN,01/07/2003,7.2,6.9,6.845454545,0.354545455,7,0.408436364,,,
CAURN,01/08/2003,6.9,6.92,6.827272727,0.072727273,8,0.079962894,,,
CAURN,01/09/2003,6.6,6.8,6.781818182,-0.181818182,9,-0.251205937,,,
CAURN,01/10/2003,6.6,6.62,6.8,-0.2,10,-0.332096475,,,
CAURN,01/11/2003,6.7,6.64,6.781818182,-0.081818182,11,-0.246382189,,,
CAURN,01/12/2003,6.3,6.66,6.663636364,-0.363636364,12,-0.318923933,,,
CAURN,01/01/2004,7,6.74,6.590909091,0.409090909,1,0.491651206,,,
CAURN,01/02/2004,6.7,6.66,6.554545455,0.145454545,2,0.315955473,,,
CAURN,01/03/2004,7,6.6,6.5,0.5,3,0.179962894,,,
CAURN,01/04/2004,6.3,6.48,6.418181818,-0.118181818,4,-0.09109462,,,
CAURN,01/05/2004,6,6.44,6.327272727,-0.327272727,5,-0.334471243,,,
CAURN,01/06/2004,6.4,6.24,6.281818182,0.118181818,6,0.094727273,,,
CAURN,01/07/2004,6.5,6.12,6.154545455,0.345454545,7,0.408436364,,,
CAURN,01/08/2004,6,6.06,6.109090909,-0.109090909,8,0.079962894,,,
CAURN,01/09/2004,5.7,5.94,6.027272727,-0.327272727,9,-0.251205937,,,
CAURN,01/10/2004,5.7,5.76,5.981818182,-0.281818182,10,-0.332096475,,,
CAURN,01/11/2004,5.8,5.8,5.918181818,-0.118181818,11,-0.246382189,,,
CAURN,01/12/2004,5.6,5.88,5.790909091,-0.190909091,12,-0.318923933,,,
CAURN,01/01/2005,6.2,5.9,5.690909091,0.509090909,1,0.491651206,,,
CAURN,01/02/2005,6.1,5.8,5.645454545,0.454545455,2,0.315955473,,,
CAURN,01/03/2005,5.8,5.68,5.6,0.2,3,0.179962894,,,
CAURN,01/04/2005,5.3,5.52,5.545454545,-0.245454545,4,-0.09109462,,,
CAURN,01/05/2005,5,5.4,5.472727273,-0.472727273,5,-0.334471243,,,
CAURN,01/06/2005,5.4,5.28,5.436363636,-0.036363636,6,0.094727273,,,
CAURN,01/07/2005,5.5,5.24,5.318181818,0.181818182,7,0.408436364,,,
CAURN,01/08/2005,5.2,5.24,5.245454545,-0.045454545,8,0.079962894,,,
CAURN,01/09/2005,5.1,5.2,5.2,-0.1,9,-0.251205937,,,
CAURN,01/10/2005,5,5.08,5.181818182,-0.181818182,10,-0.332096475,,,
CAURN,01/11/2005,5.2,5.1,5.163636364,0.036363636,11,-0.246382189,,,
CAURN,01/12/2005,4.9,5.14,5.081818182,-0.181818182,12,-0.318923933,,,
CAURN,01/01/2006,5.3,5.16,5.027272727,0.272727273,1,0.491651206,,,
CAURN,01/02/2006,5.3,5.08,5.027272727,0.272727273,2,0.315955473,,,
CAURN,01/03/2006,5.1,5,5.009090909,0.090909091,3,0.179962894,,,
CAURN,01/04/2006,4.8,4.92,4.972727273,-0.172727273,4,-0.09109462,,,
CAURN,01/05/2006,4.5,4.9,4.9,-0.4,5,-0.334471243,,,
CAURN,01/06/2006,4.9,4.86,4.881818182,0.018181818,6,0.094727273,,,
CAURN,01/07/2006,5.2,4.82,4.827272727,0.372727273,7,0.408436364,,,
CAURN,01/08/2006,4.9,4.8,4.845454545,0.054545455,8,0.079962894,,,
CAURN,01/09/2006,4.6,4.76,4.863636364,-0.263636364,9,-0.251205937,,,
CAURN,01/10/2006,4.4,4.66,4.9,-0.5,10,-0.332096475,,,
CAURN,01/11/2006,4.7,4.78,4.945454545,-0.245454545,11,-0.246382189,,,
CAURN,01/12/2006,4.7,4.92,4.927272727,-0.227272727,12,-0.318923933,,,
CAURN,01/01/2007,5.5,5.08,4.936363636,0.563636364,1,0.491651206,,,
CAURN,01/02/2007,5.3,5.14,5,0.3,2,0.315955473,,,
CAURN,01/03/2007,5.2,5.14,5.072727273,0.127272727,3,0.179962894,,,
CAURN,01/04/2007,5,5.1,5.163636364,-0.163636364,4,-0.09109462,,,
CAURN,01/05/2007,4.7,5.16,5.218181818,-0.518181818,5,-0.334471243,,,
CAURN,01/06/2007,5.3,5.2,5.290909091,0.009090909,6,0.094727273,,,
CAURN,01/07/2007,5.6,5.28,5.318181818,0.281818182,7,0.408436364,,,
CAURN,01/08/2007,5.4,5.4,5.418181818,-0.018181818,8,0.079962894,,,
CAURN,01/09/2007,5.4,5.44,5.509090909,-0.109090909,9,-0.251205937,,,
CAURN,01/10/2007,5.3,5.48,5.645454545,-0.345454545,10,-0.332096475,,,
CAURN,01/11/2007,5.5,5.68,5.763636364,-0.263636364,11,-0.246382189,,,
CAURN,01/12/2007,5.8,5.84,5.863636364,-0.063636364,12,-0.318923933,,,
CAURN,01/01/2008,6.4,6.08,5.990909091,0.409090909,1,0.491651206,,,
CAURN,01/02/2008,6.2,6.18,6.190909091,0.009090909,2,0.315955473,,,
CAURN,01/03/2008,6.5,6.3,6.409090909,0.090909091,3,0.179962894,,,
CAURN,01/04/2008,6,6.42,6.627272727,-0.627272727,4,-0.09109462,,,
CAURN,01/05/2008,6.4,6.7,6.854545455,-0.454545455,5,-0.334471243,,,
CAURN,01/06/2008,7,6.96,7.090909091,-0.090909091,6,0.094727273,,,
CAURN,01/07/2008,7.6,7.3,7.336363636,0.263636364,7,0.408436364,,,
CAURN,01/08/2008,7.8,7.62,7.727272727,0.072727273,8,0.079962894,,,
CAURN,01/09/2008,7.7,7.9,8.127272727,-0.427272727,9,-0.251205937,,,
CAURN,01/10/2008,8,8.2,8.6,-0.6,10,-0.332096475,,,
CAURN,01/11/2008,8.4,8.74,9,-0.6,11,-0.246382189,,,
CAURN,01/12/2008,9.1,9.38,9.363636364,-0.263636364,12,-0.318923933,,,
CAURN,01/01/2009,10.5,10.02,9.736363636,0.763636364,1,0.491651206,,,
CAURN,01/02/2009,10.9,10.5,10.11818182,0.781818182,2,0.315955473,,,
CAURN,01/03/2009,11.2,10.88,10.5,0.7,3,0.179962894,,,
CAURN,01/04/2009,10.8,11.12,10.84545455,-0.045454545,4,-0.09109462,,,
CAURN,01/05/2009,11,11.34,11.16363636,-0.163636364,5,-0.334471243,,,
CAURN,01/06/2009,11.7,11.48,11.41818182,0.281818182,6,0.094727273,,,
CAURN,01/07/2009,12,11.68,11.56363636,0.436363636,7,0.408436364,,,
CAURN,01/08/2009,11.9,11.86,11.75454545,0.145454545,8,0.079962894,,,
CAURN,01/09/2009,11.8,11.9,11.9,-0.1,9,-0.251205937,,,
CAURN,01/10/2009,11.9,11.92,12.08181818,-0.181818182,10,-0.332096475,,,
CAURN,01/11/2009,11.9,12.14,12.18181818,-0.281818182,11,-0.246382189,,,
CAURN,01/12/2009,12.1,12.34,12.19090909,-0.090909091,12,-0.318923933,,,
CAURN,01/01/2010,13,12.52,12.20909091,0.790909091,1,0.491651206,,,
CAURN,01/02/2010,12.8,12.56,12.27272727,0.527272727,2,0.315955473,,,
CAURN,01/03/2010,12.8,12.5,12.32727273,0.472727273,3,0.179962894,,,
CAURN,01/04/2010,12.1,12.34,12.33636364,-0.236363636,4,-0.09109462,,,
CAURN,01/05/2010,11.8,12.3,12.33636364,-0.536363636,5,-0.334471243,,,
CAURN,01/06/2010,12.2,12.22,12.35454545,-0.154545455,6,0.094727273,,,
CAURN,01/07/2010,12.6,12.2,12.27272727,0.327272727,7,0.408436364,,,
CAURN,01/08/2010,12.4,12.22,12.25454545,0.145454545,8,0.079962894,,,
CAURN,01/09/2010,12,12.24,12.20909091,-0.209090909,9,-0.251205937,,,
CAURN,01/10/2010,11.9,12.14,12.20909091,-0.309090909,10,-0.332096475,,,
CAURN,01/11/2010,12.3,12.18,12.18181818,0.118181818,11,-0.246382189,,,
CAURN,01/12/2010,12.1,12.24,12.1,0,12,-0.318923933,,,
CAURN,01/01/2011,12.6,12.28,12.05454545,0.545454545,1,0.491651206,,,
CAURN,01/02/2011,12.3,12.12,12.03636364,0.263636364,2,0.315955473,,,
CAURN,01/03/2011,12.1,11.96,12.02727273,0.072727273,3,0.179962894,,,
CAURN,01/04/2011,11.5,11.86,11.99090909,-0.490909091,4,-0.09109462,,,
CAURN,01/05/2011,11.3,11.84,11.9,-0.6,5,-0.334471243,,,
CAURN,01/06/2011,12.1,11.8,11.8,0.3,6,0.094727273,,,
CAURN,01/07/2011,12.2,11.8,11.65454545,0.545454545,7,0.408436364,,,
CAURN,01/08/2011,11.9,11.8,11.57272727,0.327272727,8,0.079962894,,,
CAURN,01/09/2011,11.5,11.58,11.49090909,0.009090909,9,-0.251205937,,,
CAURN,01/10/2011,11.3,11.34,11.44545455,-0.145454545,10,-0.332096475,,,
CAURN,01/11/2011,11,11.24,11.35454545,-0.354545455,11,-0.246382189,,,
CAURN,01/12/2011,11,11.18,11.17272727,-0.172727273,12,-0.318923933,,,
CAURN,01/01/2012,11.4,11.12,11.03636364,0.363636364,1,0.491651206,,,
CAURN,01/02/2012,11.2,10.98,10.94545455,0.254545455,2,0.315955473,,,
CAURN,01/03/2012,11,10.8,10.85454545,0.145454545,3,0.179962894,,,
CAURN,01/04/2012,10.3,10.66,10.70909091,-0.409090909,4,-0.09109462,,,
CAURN,01/05/2012,10.1,10.6,10.59090909,-0.490909091,5,-0.334471243,,,
CAURN,01/06/2012,10.7,10.5,10.45454545,0.245454545,6,0.094727273,,,
CAURN,01/07/2012,10.9,10.38,10.3,0.6,7,0.408436364,,,
CAURN,01/08/2012,10.5,10.3,10.22727273,0.272727273,8,0.079962894,,,
CAURN,01/09/2012,9.7,10.06,10.11818182,-0.418181818,9,-0.251205937,,,
CAURN,01/10/2012,9.7,9.82,10.03636364,-0.336363636,10,-0.332096475,,,
CAURN,01/11/2012,9.5,9.8,9.918181818,-0.418181818,11,-0.246382189,,,
CAURN,01/12/2012,9.7,9.82,9.727272727,-0.027272727,12,-0.318923933,,,
CAURN,01/01/2013,10.4,9.76,9.590909091,0.809090909,1,0.491651206,,,
CAURN,01/02/2013,9.8,9.62,9.490909091,0.309090909,2,0.315955473,,,
CAURN,01/03/2013,9.4,9.4,9.436363636,-0.036363636,3,0.179962894,,,
CAURN,01/04/2013,8.8,9.2,9.336363636,-0.536363636,4,-0.09109462,,,
CAURN,01/05/2013,8.6,9.12,9.254545455,-0.654545455,5,-0.334471243,,,
CAURN,01/06/2013,9.4,9.06,9.127272727,0.272727273,6,0.094727273,,,
CAURN,01/07/2013,9.4,9.02,8.909090909,0.490909091,7,0.408436364,,,
CAURN,01/08/2013,9.1,9.02,8.790909091,0.309090909,8,0.079962894,,,
CAURN,01/09/2013,8.6,8.8,8.7,-0.1,9,-0.251205937,,,
CAURN,01/10/2013,8.6,8.52,8.654545455,-0.054545455,10,-0.332096475,,,
CAURN,01/11/2013,8.3,8.4,8.536363636,-0.236363636,11,-0.246382189,,,
CAURN,01/12/2013,8,8.36,8.336363636,-0.336363636,12,-0.318923933,,,
CAURN,01/01/2014,8.5,8.3,8.163636364,0.336363636,1,0.491651206,,,
CAURN,01/02/2014,8.4,8.1,8.063636364,0.336363636,2,0.315955473,,,
CAURN,01/03/2014,8.3,7.94,7.981818182,0.318181818,3,0.179962894,,,
CAURN,01/04/2014,7.3,7.74,7.845454545,-0.545454545,4,-0.09109462,,,
CAURN,01/05/2014,7.2,7.66,7.727272727,-0.527272727,5,-0.334471243,,,
CAURN,01/06/2014,7.5,7.54,7.636363636,-0.136363636,6,0.094727273,,,
CAURN,01/07/2014,8,7.5,7.472727273,0.527272727,7,0.408436364,,,
CAURN,01/08/2014,7.7,7.46,7.372727273,0.327272727,8,0.079962894,,,
CAURN,01/09/2014,7.1,7.36,7.245454545,-0.145454545,9,-0.251205937,,,
CAURN,01/10/2014,7,7.1,7.190909091,-0.190909091,10,-0.332096475,,,
CAURN,01/11/2014,7,7.02,7.1,-0.1,11,-0.246382189,,,
CAURN,01/12/2014,6.7,6.98,6.981818182,-0.281818182,12,-0.318923933,,,
CAURN,01/01/2015,7.3,6.92,6.827272727,0.472727273,1,0.491651206,,,
CAURN,01/02/2015,6.9,6.76,6.718181818,0.181818182,2,0.315955473,,,
CAURN,01/03/2015,6.7,6.66,6.627272727,0.072727273,3,0.179962894,,,
CAURN,01/04/2015,6.2,6.46,6.509090909,-0.309090909,4,-0.09109462,,,
CAURN,01/05/2015,6.2,6.38,6.390909091,-0.190909091,5,-0.334471243,,,
CAURN,01/06/2015,6.3,6.26,6.3,0,6,0.094727273,,,
CAURN,01/07/2015,6.5,6.16,6.145454545,0.354545455,7,0.408436364,,,
CAURN,01/08/2015,6.1,6.06,6.063636364,0.036363636,8,0.079962894,,,
CAURN,01/09/2015,5.7,5.94,5.981818182,-0.281818182,9,-0.251205937,,,
CAURN,01/10/2015,5.7,5.76,5.945454545,-0.245454545,10,-0.332096475,,,
CAURN,01/11/2015,5.7,5.74,5.872727273,-0.172727273,11,-0.246382189,,,
CAURN,01/12/2015,5.6,5.76,5.745454545,-0.145454545,12,-0.318923933,,,
CAURN,01/01/2016,6,5.78,5.672727273,0.327272727,1,0.491651206,,,
CAURN,01/02/2016,5.8,5.72,5.645454545,0.154545455,2,0.315955473,,,
CAURN,01/03/2016,5.8,5.58,5.645454545,0.154545455,3,0.179962894,,,
CAURN,01/04/2016,5.4,5.52,5.618181818,-0.218181818,4,-0.09109462,,,
CAURN,01/05/2016,4.9,5.52,5.590909091,-0.690909091,5,-0.334471243,,,
CAURN,01/06/2016,5.7,5.5,5.545454545,0.154545455,6,0.094727273,,,
CAURN,01/07/2016,5.8,5.5,5.472727273,0.327272727,7,0.408436364,,,
CAURN,01/08/2016,5.7,5.6,5.463636364,0.236363636,8,0.079962894,,,
CAURN,01/09/2016,5.4,5.48,5.427272727,-0.027272727,9,-0.251205937,,,
CAURN,01/10/2016,5.4,5.36,5.4,0,10,-0.332096475,,,
CAURN,01/11/2016,5.1,5.36,5.381818182,-0.281818182,11,-0.246382189,,,
CAURN,01/12/2016,5.2,5.36,5.263636364,-0.063636364,12,-0.318923933,,,
CAURN,01/01/2017,5.7,5.3,5.181818182,0.518181818,1,0.491651206,,,
CAURN,01/02/2017,5.4,5.22,5.136363636,0.263636364,2,0.315955473,,,
CAURN,01/03/2017,5.1,5.06,5.109090909,-0.009090909,3,0.179962894,,,
CAURN,01/04/2017,4.7,4.9,5.027272727,-0.327272727,4,-0.09109462,,,
CAURN,01/05/2017,4.4,4.86,4.954545455,-0.554545455,5,-0.334471243,,,
CAURN,01/06/2017,4.9,4.86,4.872727273,0.027272727,6,0.094727273,,,
CAURN,01/07/2017,5.2,4.82,4.745454545,0.454545455,7,0.408436364,,,
CAURN,01/08/2017,5.1,4.8,4.690909091,0.409090909,8,0.079962894,,,
CAURN,01/09/2017,4.5,4.68,4.645454545,-0.145454545,9,-0.251205937,,,
CAURN,01/10/2017,4.3,4.5,4.627272727,-0.327272727,10,-0.332096475,,,
CAURN,01/11/2017,4.3,4.44,4.6,-0.3,11,-0.246382189,,,
CAURN,01/12/2017,4.3,4.46,4.490909091,-0.190909091,12,-0.318923933,,,
CAURN,01/01/2018,4.8,4.5,4.418181818,0.381818182,1,0.491651206,,,
CAURN,01/02/2018,4.6,4.46,4.354545455,0.245454545,2,0.315955473,,,
CAURN,01/03/2018,4.5,4.34,4.345454545,0.154545455,3,0.179962894,,,
CAURN,01/04/2018,4.1,4.26,4.318181818,-0.218181818,4,-0.09109462,,,
CAURN,01/05/2018,3.7,4.22,4.290909091,-0.590909091,5,-0.334471243,,,
CAURN,01/06/2018,4.4,4.2,4.263636364,0.136363636,6,0.094727273,,,
CAURN,01/07/2018,4.4,4.18,4.209090909,0.190909091,7,0.408436364,,,
CAURN,01/08/2018,4.4,4.24,4.236363636,0.163636364,8,0.079962894,,,
CAURN,01/09/2018,4,4.16,4.227272727,-0.227272727,9,-0.251205937,,,
CAURN,01/10/2018,4,4.12,4.263636364,-0.263636364,10,-0.332096475,,,
CAURN,01/11/2018,4,4.22,4.272727273,-0.272727273,11,-0.246382189,,,
CAURN,01/12/2018,4.2,4.3,4.2,0,12,-0.318923933,,,
CAURN,01/01/2019,4.9,4.4,4.181818182,0.718181818,1,0.491651206,,,
CAURN,01/02/2019,4.4,4.36,4.181818182,0.218181818,2,0.315955473,,,
CAURN,01/03/2019,4.5,4.24,4.2,0.3,3,0.179962894,,,
CAURN,01/04/2019,3.8,4.1,4.172727273,-0.372727273,4,-0.09109462,,,
CAURN,01/05/2019,3.6,4.1,4.154545455,-0.554545455,5,-0.334471243,,,
CAURN,01/06/2019,4.2,4.04,4.118181818,0.081818182,6,0.094727273,,,
CAURN,01/07/2019,4.4,4.02,4.027272727,0.372727273,7,0.408436364,,,
CAURN,01/08/2019,4.2,4.06,4.036363636,0.163636364,8,0.079962894,,,
CAURN,01/09/2019,3.7,3.98,4.018181818,-0.318181818,9,-0.251205937,,,
CAURN,01/10/2019,3.8,3.88,4.245454545,-0.445454545,10,-0.332096475,,,
CAURN,01/11/2019,3.8,3.94,5.345454545,-1.545454545,11,-0.246382189,,,
CAURN,01/12/2019,3.9,4.06,6.381818182,-2.481818182,12,-0.318923933,,,
CAURN,01/01/2020,4.5,4.56,7.245454545,-2.745454545,1,0.491651206,,,
CAURN,01/02/2020,4.3,6.94,8.1,-3.8,2,0.315955473,,,
CAURN,01/03/2020,6.3,9.28,8.836363636,-2.536363636,3,0.179962894,,,
CAURN,01/04/2020,15.7,11.16,9.390909091,6.309090909,4,-0.09109462,,,
CAURN,01/05/2020,15.6,13.02,9.845454545,5.754545455,5,-0.334471243,,,
CAURN,01/06/2020,13.9,14.12,10.28181818,3.618181818,6,0.094727273,,,
CAURN,01/07/2020,13.6,12.96,10.68181818,2.918181818,7,0.408436364,,,
CAURN,01/08/2020,11.8,11.6,11.11818182,0.681818182,8,0.079962894,,,
CAURN,01/09/2020,9.9,10.56,11.34545455,-1.445454545,9,-0.251205937,,,
CAURN,01/10/2020,8.8,9.62,10.69090909,-1.890909091,10,-0.332096475,,,
CAURN,01/11/2020,8.7,9.08,10.02727273,-1.327272727,11,-0.246382189,,,
CAURN,01/12/2020,8.9,8.86,9.454545455,-0.554545455,12,-0.318923933,,,
CAURN,01/01/2021,9.1,8.8,8.963636364,0.136363636,1,0.491651206,,,
CAURN,01/02/2021,8.8,8.72,8.590909091,0.209090909,2,0.315955473,,,
CAURN,01/03/2021,8.5,8.46,8.354545455,0.145454545,3,0.179962894,,,
CAURN,01/04/2021,8.3,8.28,8.127272727,0.172727273,4,-0.09109462,,,
CAURN,01/05/2021,7.6,8.06,7.872727273,-0.272727273,5,-0.334471243,,,
CAURN,01/06/2021,8.2,7.82,7.554545455,0.645454545,6,0.094727273,,,
CAURN,01/07/2021,7.7,7.42,7.181818182,0.518181818,7,0.408436364,,,
CAURN,01/08/2021,7.3,7.08,6.890909091,0.409090909,8,0.079962894,,,
CAURN,01/09/2021,6.3,6.52,6.572727273,-0.272727273,9,-0.251205937,,,
CAURN,01/10/2021,5.9,5.98,6.227272727,-0.327272727,10,-0.332096475,,,
CAURN,01/11/2021,5.4,5.64,5.9,-0.5,11,-0.246382189,,,
CAURN,01/12/2021,5,5.38,5.490909091,-0.490909091,12,-0.318923933,,,
CAURN,01/01/2022,5.6,5.1,5.172727273,0.427272727,1,0.491651206,,,
CAURN,01/02/2022,5,4.82,4.881818182,0.118181818,2,0.315955473,,,
CAURN,01/03/2022,4.5,4.56,4.690909091,-0.190909091,3,0.179962894,,,
CAURN,01/04/2022,4,4.28,4.5,-0.5,4,-0.09109462,,,
CAURN,01/05/2022,3.7,4.1,4.372727273,-0.672727273,5,-0.334471243,,,
CAURN,01/06/2022,4.2,4.04,4.290909091,-0.090909091,6,0.094727273,,,
CAURN,01/07/2022,4.1,4,4.145454545,-0.045454545,7,0.408436364,,,
CAURN,01/08/2022,4.2,4.06,4.118181818,0.081818182,8,0.079962894,,,
CAURN,01/09/2022,3.8,4.04,4.145454545,-0.345454545,9,-0.251205937,,,
CAURN,01/10/2022,4,4.02,4.209090909,-0.209090909,10,-0.332096475,,,
CAURN,01/11/2022,4.1,4.12,4.245454545,-0.145454545,11,-0.246382189,,,
CAURN,01/12/2022,4,4.32,4.254545455,-0.254545455,12,-0.318923933,,,
CAURN,01/01/2023,4.7,4.46,4.309090909,0.390909091,1,0.491651206,,,
CAURN,01/02/2023,4.8,4.46,4.363636364,0.436363636,2,0.315955473,,,
CAURN,01/03/2023,4.7,4.52,4.481818182,0.218181818,3,0.179962894,,,
CAURN,01/04/2023,4.1,4.52,4.554545455,-0.454545455,4,-0.09109462,,,
CAURN,01/05/2023,4.3,4.52,4.627272727,-0.327272727,5,-0.334471243,,,
CAURN,01/06/2023,4.7,4.6,4.7,0,6,0.094727273,,,
CAURN,01/07/2023,4.8,4.74,4.718181818,0.081818182,7,0.408436364,,,
CAURN,01/08/2023,5.1,4.86,4.772727273,0.327272727,8,0.079962894,,,
CAURN,01/09/2023,4.8,4.88,4.836363636,-0.036363636,9,-0.251205937,,,
CAURN,01/10/2023,4.9,4.9,4.936363636,-0.036363636,10,-0.332096475,,,
CAURN,01/11/2023,4.8,4.96,4.981818182,-0.181818182,11,-0.246382189,,,
CAURN,01/12/2023,4.9,5.08,4.981818182,-0.081818182,12,-0.318923933,,,
CAURN,01/01/2024,5.4,5.14,5.036363636,0.363636364,1,0.491651206,,,
CAURN,01/02/2024,5.4,5.14,5.109090909,0.290909091,2,0.315955473,,,
CAURN,01/03/2024,5.2,5.1,5.209090909,-0.009090909,3,0.179962894,,,
CAURN,01/04/2024,4.8,5.1,5.236363636,-0.436363636,4,-0.09109462,,,
CAURN,01/05/2024,4.7,5.2,5.281818182,-0.581818182,5,-0.334471243,,,
CAURN,01/06/2024,5.4,5.34,5.327272727,0.072727273,6,0.094727273,,,
CAURN,01/07/2024,5.9,5.42,5.309090909,0.590909091,7,0.408436364,,,
CAURN,01/08/2024,5.9,5.54,5.318181818,0.581818182,8,0.079962894,,,
CAURN,01/09/2024,5.2,5.54,5.345454545,-0.145454545,9,-0.251205937,,,
CAURN,01/10/2024,5.3,5.4,5.390909091,-0.090909091,10,-0.332096475,,,
CAURN,01/11/2024,5.4,5.32,5.418181818,-0.018181818,11,-0.246382189,,,
CAURN,01/12/2024,5.2,5.38,5.381818182,-0.181818182,12,-0.318923933,,,
CAURN,01/01/2025,5.5,5.38,5.372727273,0.127272727,1,0.491651206,,,
CAURN,01/02/2025,5.5,5.3,5.390909091,0.109090909,2,0.315955473,,,
CAURN,01/03/2025,5.3,5.26,5.445454545,-0.145454545,3,0.179962894,,,
CAURN,01/04/2025,5,5.32,5.472727273,-0.472727273,4,-0.09109462,,,
CAURN,01/05/2025,5,5.44,5.48,-0.48,5,-0.334471243,,,
CAURN,01/06/2025,5.8,5.54,5.5,0.3,6,0.094727273,,,
CAURN,01/07/2025,6.1,5.66,5.46,0.64,7,0.408436364,,,
CAURN,01/08/2025,5.8,5.825,,5.8,8,0.079962894,,,
CAURN,01/09/2025,5.6,5.725,,5.6,9,-0.251205937,,,
CAURN,01/10/2025,NA,5.475,,#¡VALOR!,10,-0.332096475,,,
CAURN,01/11/2025,5.4,,,5.4,11,-0.246382189,,,
CAURN,01/12/2025,5.1,,,5.1,12,-0.318923933,,,
